,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
4119,F92677.413,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,28/08/2020,Safety Forms,03/09/2020,1,5,False,1329,Closed,Safety,1598565600,1599084000,518400,0,6
4127,F102314.102,Opened,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,27/08/2020,Safety Forms,03/09/2020,0,10,False,1329,Open,Safety,1598479200,1599084000,604800,1,7
4128,F91214.441,Open / Ongoing Works,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,27/08/2020,Safety Forms,08/09/2020,0,3,False,1329,Open,Safety,1598479200,1599516000,1036800,1,12
4129,F91214.440,Opened,EHS Management>JPC Project Management,EHS Inspection.,27/08/2020,Safety Forms,08/09/2020,0,0,False,1329,Open,Safety,1598479200,1599516000,1036800,1,12
4133,F102314.101,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,26/08/2020,Safety Forms,10/09/2020,0,0,False,1329,Closed,Safety,1598392800,1599688800,1296000,2,15
4135,F91214.434,Closed,04 Staturatury Forms>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,26/08/2020,Safety Forms,26/08/2020,0,4,False,1329,Closed,Safety,1598392800,1598392800,0,0,0
4138,F102314.100,Open / Ongoing Works,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,25/08/2020,Safety Forms,25/08/2020,4,5,False,1329,Open,Safety,1598306400,1598306400,0,0,0
4144,F102314.99,Open / Ongoing Works,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,24/08/2020,Safety Forms,24/08/2020,4,5,False,1329,Open,Safety,1598220000,1598220000,0,0,0
4149,F102314.96,Opened,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,21/08/2020,Safety Forms,21/08/2020,4,9,False,1329,Open,Safety,1597960800,1597960800,0,0,0
4152,F92677.395,Closed,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,21/08/2020,Safety Forms,21/08/2020,0,1,False,1329,Closed,Safety,1597960800,1597960800,0,0,0
4153,F92677.394,Open / Ongoing Works,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,21/08/2020,Safety Forms,21/08/2020,0,0,False,1329,Open,Safety,1597960800,1597960800,0,0,0
4155,F102314.95,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,20/08/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1597874400,1598392800,518400,0,6
4156,F133598.89,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/08/2020,Safety Forms,26/08/2020,0,4,False,1329,Closed,Safety,1597874400,1598392800,518400,0,6
4158,F91214.427,Opened,EHS Management>JPC Project Management,EHS Inspection.,20/08/2020,Safety Forms,20/08/2020,0,0,False,1329,Open,Safety,1597874400,1597874400,0,0,0
4164,F102314.94,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/08/2020,Safety Forms,26/08/2020,0,5,False,1329,Closed,Safety,1597788000,1598392800,604800,1,7
4173,F92677.388,Closed,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,18/08/2020,Safety Forms,18/08/2020,0,2,False,1329,Closed,Safety,1597701600,1597701600,0,0,0
4175,F92677.386,Permit to Load Signed Off,Lvl 02 Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,CM-EHS-FRM-003 Temporary Works / Permit to Load,18/08/2020,Safety Forms,08/09/2020,0,0,False,1329,,Safety,1597701600,1599516000,1814400,3,21
4184,F102314.93,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/08/2020,Safety Forms,26/08/2020,0,7,False,1329,Closed,Safety,1597615200,1598392800,777600,1,9
4192,F129164.19,Open,1329 - 19-22 Kildare Street,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,17/08/2020,Safety Forms,17/08/2020,0,0,False,1329,Open,Safety,1597615200,1597615200,0,0,0
4193,F129164.18,Open,1329 - 19-22 Kildare Street,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,17/08/2020,Safety Forms,17/08/2020,0,0,False,1329,Open,Safety,1597615200,1597615200,0,0,0
4195,F102314.91,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,14/08/2020,Safety Forms,26/08/2020,0,8,False,1329,Closed,Safety,1597356000,1598392800,1036800,1,12
4196,F91214.418,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/08/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1597356000,1598392800,1036800,1,12
4197,F133598.88,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/08/2020,Safety Forms,14/08/2020,0,1,False,1329,Closed,Safety,1597356000,1597356000,0,0,0
4200,F102314.90,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,14/08/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1597356000,1598392800,1036800,1,12
4204,F102314.89,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/08/2020,Safety Forms,26/08/2020,0,4,False,1329,Closed,Safety,1597183200,1598392800,1209600,2,14
4214,F92677.372,Closed,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,11/08/2020,Safety Forms,11/08/2020,0,3,False,1329,Closed,Safety,1597096800,1597096800,0,0,0
4225,F91214.413,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/08/2020,Safety Forms,11/08/2020,0,0,False,1329,Closed,Safety,1597010400,1597096800,86400,0,1
4250,F102314.87,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,06/08/2020,Safety Forms,26/08/2020,0,8,False,1329,Closed,Safety,1596664800,1598392800,1728000,2,20
4251,F133598.59,Opened,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/08/2020,Safety Forms,06/08/2020,0,0,False,1329,Open,Safety,1596664800,1596664800,0,0,0
4252,F133598.58,Open / Ongoing Works,04 Staturatury Forms>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,06/08/2020,Safety Forms,06/08/2020,0,0,False,1329,Open,Safety,1596664800,1596664800,0,0,0
4255,F133598.55,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,05/08/2020,Safety Forms,05/08/2020,0,1,False,1329,Closed,Safety,1596578400,1596578400,0,0,0
4256,F92677.357,Permit to Load Signed Off,Lvl 01  Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,CM-EHS-FRM-003 Temporary Works / Permit to Load,05/08/2020,Safety Forms,10/08/2020,0,0,False,1329,,Safety,1596578400,1597010400,432000,0,5
4257,F102314.86,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,05/08/2020,Safety Forms,06/08/2020,0,0,False,1329,Closed,Safety,1596578400,1596664800,86400,0,1
4263,F92677.354,Closed,EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,04/08/2020,Safety Forms,04/08/2020,0,3,False,1329,Closed,Safety,1596492000,1596492000,0,0,0
4266,F129164.14,Opened,1329 - 19-22 Kildare Street,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),04/08/2020,Safety Forms,04/08/2020,0,0,False,1329,Open,Safety,1596492000,1596492000,0,0,0
4268,F102314.85,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,31/07/2020,Safety Forms,26/08/2020,0,8,False,1329,Closed,Safety,1596146400,1598392800,2246400,3,26
4269,F129164.13,Opened,1329 - 19-22 Kildare Street,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),31/07/2020,Safety Forms,31/07/2020,0,0,False,1329,Open,Safety,1596146400,1596146400,0,0,0
4271,F91214.407,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,31/07/2020,Safety Forms,31/07/2020,0,0,False,1329,Closed,Safety,1596146400,1596146400,0,0,0
4274,F102314.83,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,30/07/2020,Safety Forms,06/08/2020,0,0,False,1329,Closed,Safety,1596060000,1596664800,604800,1,7
4275,F102314.82,Open / Ongoing Works,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-008 Daily Site Access Register,30/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Open,Safety,1596060000,1598392800,2332800,3,27
4277,F102314.81,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,30/07/2020,Safety Forms,26/08/2020,0,7,False,1329,Closed,Safety,1596060000,1598392800,2332800,3,27
4282,F133598.50,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-001 EHS Daily Management Inspection,29/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1595973600,1598392800,2419200,4,28
4288,F92677.347,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,28/07/2020,Safety Forms,28/07/2020,0,0,False,1329,Closed,Safety,1595887200,1595887200,0,0,0
4290,F129164.12,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,28/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1595887200,1598392800,2505600,4,29
4293,F102314.80,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/07/2020,Safety Forms,26/08/2020,0,4,False,1329,Closed,Safety,1595800800,1598392800,2592000,4,30
4295,F102314.79,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,24/07/2020,Safety Forms,26/08/2020,0,10,False,1329,Closed,Safety,1595541600,1598392800,2851200,4,33
4297,F102314.78,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/07/2020,Safety Forms,26/08/2020,0,2,False,1329,Closed,Safety,1595541600,1598392800,2851200,4,33
4311,F102314.76,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,23/07/2020,Safety Forms,26/08/2020,0,3,False,1329,Closed,Safety,1595455200,1598392800,2937600,4,34
4315,F91214.404,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,22/07/2020,Safety Forms,22/07/2020,0,0,False,1329,Closed,Safety,1595368800,1595368800,0,0,0
4319,F92677.338,Permit to Unload / Dismantle (Closed),Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,CM-EHS-FRM-003 Temporary Works / Permit to Load,22/07/2020,Safety Forms,08/09/2020,0,0,False,1329,Closed,Safety,1595368800,1599516000,4147200,6,48
4321,F133598.43,Opened,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,21/07/2020,Safety Forms,21/07/2020,0,1,False,1329,Open,Safety,1595282400,1595282400,0,0,0
4328,F102314.75,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,21/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1595282400,1598392800,3110400,5,36
4342,F91214.401,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/07/2020,Safety Forms,20/07/2020,0,0,False,1329,Closed,Safety,1595196000,1595196000,0,0,0
4350,F91214.398,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,17/07/2020,Safety Forms,22/07/2020,0,0,False,1329,Closed,Safety,1594936800,1595368800,432000,0,5
4356,F102314.74,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,16/07/2020,Safety Forms,26/08/2020,0,6,False,1329,Closed,Safety,1594850400,1598392800,3542400,5,41
4360,F102314.73,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,16/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1594850400,1598392800,3542400,5,41
4362,F102314.72,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/07/2020,Safety Forms,26/08/2020,0,3,False,1329,Closed,Safety,1594850400,1598392800,3542400,5,41
4368,F91214.397,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,15/07/2020,Safety Forms,16/07/2020,0,0,False,1329,Closed,Safety,1594764000,1594850400,86400,0,1
4371,F102314.71,Closed,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,14/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Closed,Safety,1594677600,1598392800,3715200,6,43
4376,F91214.392,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/07/2020,Safety Forms,26/08/2020,0,6,False,1329,Closed,Safety,1594677600,1598392800,3715200,6,43
4382,F92677.314,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/07/2020,Safety Forms,13/07/2020,0,0,False,1329,Closed,Safety,1594591200,1594591200,0,0,0
4383,F133598.33,Opened,JPC Project Management,EHS Inspection.,13/07/2020,Safety Forms,13/07/2020,0,0,False,1329,Open,Safety,1594591200,1594591200,0,0,0
4385,F92677.313,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,13/07/2020,Safety Forms,13/07/2020,0,3,False,1329,Closed,Safety,1594591200,1594591200,0,0,0
4386,F129164.5,Open,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,13/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Open,Safety,1594591200,1598392800,3801600,6,44
4387,F129164.4,Open,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,13/07/2020,Safety Forms,26/08/2020,0,0,False,1329,Open,Safety,1594591200,1598392800,3801600,6,44
4395,F102314.70,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,09/07/2020,Safety Forms,26/08/2020,0,7,False,1329,Closed,Safety,1594245600,1598392800,4147200,6,48
4408,F102314.69,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,08/07/2020,Safety Forms,13/07/2020,0,2,False,1329,Closed,Safety,1594159200,1594591200,432000,0,5
4415,F102314.68,Closed,EHS Management>JPC Project Management,CM-EHS-FRM-007 COVID-19 Inspection,07/07/2020,Safety Forms,13/07/2020,0,0,False,1329,Closed,Safety,1594072800,1594591200,518400,0,6
4419,F91214.389,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/07/2020,Safety Forms,07/07/2020,0,0,False,1329,Closed,Safety,1594072800,1594072800,0,0,0
4445,F92677.295,Completed and signed off,New Building>ITP 01 Structural>Quality Control & BC(A)R,EHS Managment Inspection - Daily,07/07/2020,Safety Forms,07/07/2020,0,3,False,1329,Closed,Safety,1594072800,1594072800,0,0,0
4447,F102314.67,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,06/07/2020,Safety Forms,07/07/2020,0,5,False,1329,Closed,Safety,1593986400,1594072800,86400,0,1
4449,F91214.386,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/07/2020,Safety Forms,07/07/2020,0,0,False,1329,Closed,Safety,1593986400,1594072800,86400,0,1
4459,F91214.384,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/07/2020,Safety Forms,03/07/2020,0,0,False,1329,Closed,Safety,1593727200,1593727200,0,0,0
4467,F92677.289,Permit to Unload / Dismantle (Closed),Lvl 00 Ground Floor Plan>New Building>ITP 01 Structural>Quality Control & BC(A)R,CM-EHS-FRM-003 Temporary Works / Permit to Load,02/07/2020,Safety Forms,22/07/2020,0,0,False,1329,Closed,Safety,1593640800,1595368800,1728000,2,20
4469,F91214.382,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,01/07/2020,Safety Forms,03/07/2020,0,0,False,1329,Closed,Safety,1593554400,1593727200,172800,0,2
4485,F129164.3,Closed,01 Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),30/06/2020,Safety Forms,13/07/2020,0,0,False,1329,Closed,Safety,1593468000,1594591200,1123200,1,13
4486,F91214.381,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,30/06/2020,Safety Forms,03/07/2020,0,0,False,1329,Closed,Safety,1593468000,1593727200,259200,0,3
4493,F91214.378,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,29/06/2020,Safety Forms,30/06/2020,0,0,False,1329,Closed,Safety,1593381600,1593468000,86400,0,1
4497,F91214.377,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,26/06/2020,Safety Forms,29/06/2020,0,0,False,1329,Closed,Safety,1593122400,1593381600,259200,0,3
4504,F133598.9,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,25/06/2020,Safety Forms,13/07/2020,0,8,False,1329,Closed,Safety,1593036000,1594591200,1555200,2,18
4506,F91214.374,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,25/06/2020,Safety Forms,25/06/2020,0,0,False,1329,Closed,Safety,1593036000,1593036000,0,0,0
4508,F91214.373,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/06/2020,Safety Forms,26/06/2020,0,0,False,1329,Closed,Safety,1592949600,1593122400,172800,0,2
4519,F91214.370,Completed and signed off,04 Staturatury Forms>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,23/06/2020,Safety Forms,26/06/2020,0,0,False,1329,Closed,Safety,1592863200,1593122400,259200,0,3
